Compiling cost function...
Computing gradient of cost function...
Optimizing...
 iter		   cost val	    grad. norm
    0	+4.6732818118798058e+05	6.82559417e+04
    1	+4.1119154982068442e+05	5.63930727e+04
    2	+3.4889806079589482e+05	6.74558414e+04
    3	+2.3908423668826206e+05	3.10046033e+04
    4	+2.1488647422920060e+05	2.48568037e+04
    5	+1.8180185001504765e+05	2.07758890e+04
    6	+1.3797417069620179e+05	1.55215735e+04
    7	+9.2108551329571725e+04	1.01327201e+04
    8	+5.5456467015307600e+04	6.11910954e+03
    9	+3.4549445301717606e+04	7.54658089e+03
   10	+2.9406421020813152e+04	3.14927596e+03
   11	+2.7322038147207903e+04	2.65204844e+03
   12	+2.4300396957007368e+04	2.25229522e+03
   13	+2.0093502042912678e+04	1.75767872e+03
   14	+1.5285393549037039e+04	1.20195653e+03
   15	+1.1133988859215806e+04	8.01833432e+02
   16	+9.7159869694692898e+03	9.15195190e+02
   17	+7.7662786655419422e+03	3.30840452e+02
   18	+7.0637530695506766e+03	2.48921734e+02
   19	+6.3349725274213906e+03	1.80329207e+02
   20	+5.8040842836149459e+03	2.05107705e+02
   21	+5.6946917695851998e+03	9.61197540e+01
   22	+5.6321586768059351e+03	8.22133181e+01
   23	+5.5394260015596637e+03	6.98183415e+01
   24	+5.4100947948029825e+03	5.45670998e+01
   25	+5.2617627601332733e+03	3.72437256e+01
   26	+5.1325192153560747e+03	2.22051564e+01
   27	+5.0480413183643641e+03	1.50106643e+01
   28	+5.0323588635612314e+03	1.21029307e+01
   29	+5.0054604527919246e+03	8.01430134e+00
   30	+4.9949441148081341e+03	6.92566379e+00
   31	+4.9843533009731045e+03	4.79658599e+00
   32	+4.9772387615345087e+03	7.33536459e+00
   33	+4.9691194073361803e+03	5.39655724e+00
   34	+4.9676907475866719e+03	2.68104512e+00
   35	+4.9670362214245970e+03	1.96819853e+00
   36	+4.9662516591573394e+03	1.73068913e+00
   37	+4.9651529715925371e+03	3.05947687e+00
   38	+4.9631199997877102e+03	3.09030626e+00
   39	+4.9620271448724443e+03	2.08302665e+00
   40	+4.9611594597884186e+03	1.73470606e+00
   41	+4.9606688675033392e+03	2.05520429e+00
   42	+4.9602994090044904e+03	1.36108008e+00
   43	+4.9601137226846877e+03	9.59447767e-01
   44	+4.9599315198125996e+03	8.66375173e-01
   45	+4.9597789347689777e+03	1.04294834e+00
   46	+4.9596013624954112e+03	1.49006461e+00
   47	+4.9592428113375217e+03	1.69652112e+00
   48	+4.9586811319058943e+03	1.28624284e+00
   49	+4.9583642058638015e+03	1.18165112e+00
   50	+4.9582165909766572e+03	6.16788557e-01
   51	+4.9581777223395320e+03	4.81599562e-01
   52	+4.9581325866832758e+03	5.36778172e-01
   53	+4.9580978480348413e+03	3.56001922e-01
   54	+4.9580663896798342e+03	3.53936446e-01
   55	+4.9580074157973468e+03	7.16059386e-01
   56	+4.9579366223409706e+03	6.82834884e-01
   57	+4.9578675025737166e+03	7.60413560e-01
   58	+4.9578088016369848e+03	5.07764858e-01
   59	+4.9577760174546338e+03	3.90254266e-01
   60	+4.9577479779153919e+03	3.98619138e-01
   61	+4.9577085109048603e+03	4.79296104e-01
   62	+4.9576801479176302e+03	2.66820894e-01
   63	+4.9576704155824937e+03	2.11195923e-01
   64	+4.9576588122570629e+03	2.03664283e-01
   65	+4.9576336971753326e+03	3.65607676e-01
   66	+4.9575929559957140e+03	2.99894077e-01
   67	+4.9575392915355797e+03	5.32694088e-01
   68	+4.9575000353702544e+03	3.08289246e-01
   69	+4.9574688266717367e+03	3.18285011e-01
   70	+4.9574067066545531e+03	6.50856018e-01
   71	+4.9573266165084542e+03	6.42311347e-01
   72	+4.9572807285114050e+03	4.45064597e-01
   73	+4.9572600762910633e+03	2.91944611e-01
   74	+4.9572496100670896e+03	1.78567959e-01
   75	+4.9572435481301318e+03	1.57845522e-01
   76	+4.9572388969024450e+03	2.19683709e-01
   77	+4.9572288571601011e+03	1.70990216e-01
   78	+4.9572253607130215e+03	1.22414172e-01
   79	+4.9572208963769053e+03	9.89426856e-02
   80	+4.9572177707554220e+03	1.54285105e-01
   81	+4.9572123894244278e+03	1.62082679e-01
   82	+4.9572092368191488e+03	1.23725234e-01
   83	+4.9572045735934553e+03	1.31117652e-01
   84	+4.9571921960447553e+03	2.66093790e-01
   85	+4.9571821489533959e+03	1.74487142e-01
   86	+4.9571750060404947e+03	2.37250080e-01
   87	+4.9571618084177617e+03	2.01341072e-01
   88	+4.9571535692615817e+03	2.35349693e-01
   89	+4.9571445289672838e+03	3.30873775e-01
   90	+4.9571259949972600e+03	3.16221025e-01
   91	+4.9571101101086660e+03	3.80952735e-01
   92	+4.9570891954076478e+03	3.84767534e-01
   93	+4.9570769088093275e+03	2.90389086e-01
   94	+4.9570682115361869e+03	1.62695242e-01
   95	+4.9570657932336298e+03	1.05459792e-01
   96	+4.9570638488471805e+03	1.14086784e-01
   97	+4.9570624325776434e+03	7.81278839e-02
   98	+4.9570612521948324e+03	9.52871620e-02
   99	+4.9570593851159183e+03	9.17844379e-02
  100	+4.9570573075091452e+03	1.01589012e-01
  101	+4.9570544052027362e+03	1.08067449e-01
  102	+4.9570515890936267e+03	1.36744110e-01
  103	+4.9570474532273938e+03	1.33718334e-01
  104	+4.9570442037030753e+03	1.49006963e-01
  105	+4.9570423939013253e+03	1.06566532e-01
  106	+4.9570412241602180e+03	7.40496614e-02
  107	+4.9570406274062825e+03	6.11178586e-02
  108	+4.9570398909510423e+03	6.50531222e-02
  109	+4.9570386144532813e+03	7.00622584e-02
